"drug_pair","AUC1","AUC2","Pairwise","LR1plus","LR1minus","LR2plus","LR2minus","Mean_error","AUC1_LOOCV","AUC2_LOOCV","Pairwise_LOOCV","LR1plus_LOOCV","LR1minus_LOOCV","LR2plus_LOOCV","LR2minus_LOOCV","Mean_error_LOOCV","AUC1_training","AUC2_training","Pairwise_training","LR1plus_training","LR1minus_training","LR2plus_training","LR2minus_training","Mean_error_training","Threshold1","Threshold2","Th1_ref","Th2_ref","Th1_changes","Th2_changes","Th_changes_overall","Normalized_logLik","number_of_drugs","Rank_score_LOOCV","tms_name","metrics_name"
"astemizole-azimilide-clozapine-diltiazem-nitrendipine-quinidine-ranolazine","0.75 (0.667 - 1   )","1    (1    - 1   )","0.857 (0.786 - 1   )","2.25 (2.25 - 7.5e+05)","0.375 (1.5e-06 - 0.375)","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.24 (0.233 - 0.248)",0.667,1,0.786,2.25,0.375,1e+06,1e-06,0.248,0.917,1,0.357,2.25,0.375,1e+06,1e-06,0.0653,11.4411146445785,-28.0620424908005,11.4411313045161,-28.0620235382104,1.45614425499185e-06,6.75382160139299e-07,9.83453852410827e-13,-9.43052588774496e-06,7,NA,"tms_metrics_5_50.csv","summary_tms_7_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.667 (0.533 - 0.933)","1    (1    - 1   )","0.9  (0.8  - 0.95)","2.4  (2.4  - 8e+05)","0.3  (0.2  - 0.3 )","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.247 (0.241 - 0.254)",0.533,1,0.8,2.4,0.3,1e+06,1e-06,0.254,0.933,1,0.3,2.4,0.3,1e+06,1e-06,0.117,9.60194926226488,-32.4136875763044,9.6019414081313,-32.4136955069666,8.17973496157325e-07,2.44670103307321e-07,2.00133659807463e-13,-1.25984041440066e-05,8,NA,"tms_metrics_5_51.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-dofetilide-droperidol-metoprolol-nitrendipine-ranolazine-verapamil","0.964 (0.857 - 1   )","1    (0.875 - 1   )","0.969 (0.875 - 1   )","3.43 (3.43 - 1e+06)","0.19 (1e-06 - 0.19)","1e+06 (8    - 1e+06)","1e-06 (1e-06 - 0.333)","0.181 (0.176 - 0.186)",0.857,0.875,0.875,3.43,0.19,8,0.333,0.186,0.964,0.917,0.406,3.43,0.19,8,0.333,0.0826,7.58218315653783,-24.1376943635047,7.58216680106516,-24.1377087557685,2.15709745037124e-06,5.96256420345332e-07,1.2861832040944e-12,-8.16165852996557e-06,11,0.7,"tms_metrics_5_53.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-bepridil-clozapine-droperidol-metoprolol-nitrendipine-quinidine-verapamil","0.778 (0.722 - 0.833)","1    (0.889 - 1   )","0.88 (0.8  - 0.92)","2.5  (2.5  - 3   )","0.25 (1.5e-06 - 0.25)","1e+06 (6    - 1e+06)","1e-06 (1e-06 - 0.333)","0.269 (0.262 - 0.275)",0.722,0.889,0.8,2.5,0.25,6,0.333,0.275,0.889,0.944,0.36,2.5,0.25,667000,0.333,0.135,7.85398364583769,-16.9789541372307,7.85399867575384,-16.9789402418911,1.91366420785349e-06,8.18386741647125e-07,1.56611741567194e-12,-1.51064460107661e-05,9,0.633333333333333,"tms_metrics_5_54.csv","summary_tms_9_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-quinidine-ranolazine-verapamil","0.833 (0.667 - 1   )","1    (1    - 1   )","0.846 (0.769 - 1   )","2.25 (2.25 - 1e+06)","0.375 (1e-06 - 0.375)","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.234 (0.227 - 0.241)",0.667,1,0.769,2.25,0.375,1e+06,1e-06,0.241,0.917,1,0.385,2.25,0.375,1e+06,1e-06,0.0614,10.2251174013661,-24.5997555924511,10.2251308615231,-24.5997401329565,1.31637992060764e-06,6.28441380454806e-07,8.27267614509657e-13,-8.96263575017097e-06,7,NA,"tms_metrics_5_56.csv","summary_tms_7_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-dofetilide-droperidol-metoprolol-ranolazine-verapamil","0.964 (0.857 - 1   )","1    (0.875 - 1   )","0.966 (0.862 - 1   )","3.43 (3.43 - 1e+06)","0.19 (1e-06 - 0.19)","1e+06 (8    - 1e+06)","1e-06 (1e-06 - 0.333)","0.178 (0.173 - 0.183)",0.857,0.875,0.862,3.43,0.19,8,0.333,0.183,0.964,0.917,0.414,3.43,0.19,8,0.333,0.082,7.09168352025035,-23.7834791115329,7.09166586284772,-23.7834946417391,2.4898807936881e-06,6.52982515531707e-07,1.62584862403654e-12,-8.08285754776673e-06,11,0.7,"tms_metrics_5_57.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-quinidine-ranolazine-verapamil","0.833 (0.667 - 1   )","1    (1    - 1   )","0.846 (0.769 - 1   )","2.25 (2.25 - 1e+06)","0.375 (1e-06 - 0.375)","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.235 (0.228 - 0.242)",0.667,1,0.769,2.25,0.375,1e+06,1e-06,0.242,0.917,1,0.385,2.25,0.375,1e+06,1e-06,0.0623,10.2376984636096,-24.7372048839976,10.2377112549181,-24.7371902554399,1.2494304841396e-06,5.91358904166196e-07,7.38861841932635e-13,-9.02722782924569e-06,7,NA,"tms_metrics_5_58.csv","summary_tms_7_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.667 (0.6  - 0.933)","1    (1    - 1   )","0.9  (0.85 - 0.95)","2.4  (2.4  - 8e+05)","0.3  (0.2  - 0.3 )","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.247 (0.24 - 0.254)",0.6,1,0.85,2.4,0.3,1e+06,1e-06,0.254,0.933,1,0.3,2.4,0.3,1e+06,1e-06,0.116,12.8866186546712,-41.3231678517907,12.8866041287636,-41.3231820511075,1.12720988897105e-06,3.43616249749055e-07,3.87327634728281e-13,-1.23808803929398e-05,8,NA,"tms_metrics_5_60.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-dofetilide-droperidol-metoprolol-ranolazine-verapamil","0.964 (0.857 - 1   )","1    (0.875 - 1   )","0.966 (0.862 - 1   )","3.43 (3.43 - 8.57e+05)","0.19 (1.33e-06 - 0.19)","1e+06 (7.93 - 1e+06)","1e-06 (1e-06 - 0.333)","0.191 (0.185 - 0.196)",0.857,0.875,0.862,3.43,0.19,7.93,0.333,0.196,0.964,0.875,0.414,3.43,0.19,8,0.333,0.0871,6.62645413793373,-23.6102913708123,6.62643482145438,-23.6103083554229,2.91506366104021e-06,7.19372669677511e-07,2.0970171281224e-12,-8.8189133777456e-06,11,0.7,"tms_metrics_5_61.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-chlorpromazine-diltiazem-dofetilide-droperidol-loratadine-tamoxifen","0.8  (0.6  - 0.867)","1    (1    - 1   )","0.833 (0.778 - 0.889)","2.4  (2.4  - 2.4 )","0.3  (0.3  - 0.3 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.5 )","0.262 (0.255 - 0.269)",0.6,1,0.778,2.4,0.3,5e+05,0.5,0.269,0.933,1,0.389,2.4,0.3,1e+06,1e-06,0.0872,12.7005900929918,-18.0828000669879,12.7005972608979,-18.0827942829858,5.64375517050246e-07,3.19862184872158e-07,1.80522385972045e-13,-1.08613811305191e-05,8,NA,"tms_metrics_5_62.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-dofetilide-droperidol-metoprolol-ranolazine-verapamil","0.964 (0.857 - 1   )","1    (0.875 - 1   )","0.966 (0.862 - 1   )","3.43 (3.43 - 8.61e+05)","0.19 (1.32e-06 - 0.19)","1e+06 (8    - 1e+06)","1e-06 (1e-06 - 0.333)","0.185 (0.18 - 0.19)",0.857,0.875,0.862,3.43,0.19,8,0.333,0.19,0.964,0.917,0.414,3.43,0.19,8,0.333,0.0845,6.93848863931302,-23.5090799458816,6.93846932455893,-23.5090969253216,2.78371975005002e-06,7.222497758096e-07,2.01054096539039e-12,-8.45665458287178e-06,11,0.7,"tms_metrics_5_64.csv","summary_tms_11_metrics.csv"
"azimilide-bepridil-cisapride-dofetilide-droperidol-nifedipine-ranolazine","1    (0.8  - 1   )","1    (0.75 - 1   )","1    (0.818 - 1   )","2    (1.6  - 1e+06)","2e-06 (1e-06 - 0.4 )","1e+06 (2.67 - 1e+06)","1e-06 (1e-06 - 0.444)","0.192 (0.186 - 0.199)",0.8,0.75,0.818,1.6,0.4,2.67,0.444,0.199,1,0.833,0.273,2,0.2,4,0.333,0.0512,-0.719773509461674,-19.6257170474821,-0.719794815532505,-19.6257336246373,2.96002004610934e-05,8.44664229948081e-07,2.50022305287783e-11,-1.0822943191543e-05,7,NA,"tms_metrics_5_66.csv","summary_tms_7_metrics.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine-ranolazine","0.917 (0.833 - 1   )","1    (0.905 - 1   )","0.931 (0.828 - 1   )","3.33 (1.67 - 8.33e+05)","0.222 (1.33e-06 - 0.333)","6.67e+05 (4.67 - 1e+06)","1.17e-06 (1e-06 - 0.389)","0.241 (0.235 - 0.247)",0.833,0.905,0.828,1.67,0.333,4.67,0.389,0.247,0.917,0.905,0.379,3.33,0.222,667000,0.333,0.141,6.55458190642648,-16.5246605939929,6.55459148053868,-16.5246517645862,1.46067260361039e-06,5.34317262556558e-07,7.80462587052465e-13,-1.39355197189758e-05,10,NA,"tms_metrics_5_67.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-chlorpromazine-diltiazem-quinidine-ranolazine","0.375 (0.375 - 0.875)","1    (1    - 1   )","0.857 (0.714 - 1   )","1.5  (1.5  - 7.5e+05)","0.5  (0.25 - 0.5 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.5 )","0.327 (0.318 - 0.335)",0.375,1,0.714,1.5,0.5,5e+05,0.5,0.335,0.875,1,0.286,1.5,0.5,1e+06,1e-06,0.183,14.1878720619563,-27.0752645931183,14.1878720519204,-27.0752645723995,7.07361112648619e-10,7.65228547060661e-10,5.41292916479315e-19,-2.30177277723094e-05,6,NA,"tms_metrics_5_69.csv","summary_tms_6_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-droperidol-metoprolol-nitrendipine-risperidone-vandetanib-verapamil","0.857 (0.821 - 0.964)","1    (0.875 - 1   )","0.886 (0.829 - 0.971)","3.43 (3.43 - 8.57e+05)","0.19 (1.33e-06 - 0.19)","1e+06 (8    - 1e+06)","1e-06 (1e-06 - 0.333)","0.219 (0.213 - 0.224)",0.821,0.875,0.829,3.43,0.19,8,0.333,0.224,0.929,0.875,0.371,3.43,0.19,667000,0.333,0.126,10.6176966790998,-24.3547776763721,10.6176968048423,-24.3547775433774,1.18427238439061e-08,5.46072411365407e-09,6.46698476657641e-17,-1.12902613686087e-05,11,0.7,"tms_metrics_5_7.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-clozapine-dofetilide-loratadine-nitrendipine-verapamil","1    (0.917 - 1   )","1    (0.9  - 1   )","1    (0.8  - 1   )","3    (2.25 - 1e+06)","1.5e-06 (1e-06 - 0.375)","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 1.25e-06)","0.212 (0.206 - 0.219)",0.917,0.9,0.8,2.25,0.375,5,1.25e-06,0.219,1,1,0.4,1e+06,1e-06,1e+06,1e-06,0.00106,16.1810782736931,-21.3092452099764,16.1810782854835,-21.3092452427603,7.28652978362555e-10,1.53848270995631e-09,1.12102000876896e-18,-2.2684119585715e-07,7,NA,"tms_metrics_5_70.csv","summary_tms_7_metrics.csv"
"astemizole-azimilide-chlorpromazine-diltiazem-droperidol-loratadine-quinidine-ranolazine","0.667 (0.533 - 0.933)","1    (1    - 1   )","0.812 (0.812 - 0.938)","2.4  (2.4  - 8e+05)","0.3  (0.2  - 0.3 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.5 )","0.22 (0.214 - 0.226)",0.533,1,0.812,2.4,0.3,5e+05,0.5,0.226,0.933,1,0.438,2.4,0.3,1e+06,1e-06,0.142,12.9189475873419,-27.5814459849036,12.9189475905269,-27.5814459519956,2.46537439525372e-10,1.19312110275128e-09,2.94149021715987e-19,-1.44637160635106e-05,8,NA,"tms_metrics_5_71.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-diltiazem-metoprolol-quinidine-ranolazine-risperidone-vandetanib","0.8  (0.733 - 0.933)","1    (1    - 1   )","0.842 (0.789 - 0.947)","2.4  (2.4  - 8e+05)","0.3  (0.2  - 0.3 )","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.232 (0.225 - 0.238)",0.733,1,0.789,2.4,0.3,1e+06,1e-06,0.238,0.867,1,0.316,2.4,0.3,1e+06,1e-06,0.143,8.29210397067637,-29.6355667852715,8.29210397950206,-29.6355667778401,1.06434895159304e-09,2.50761164430313e-10,2.66897382461654e-19,-1.50692925225758e-05,8,NA,"tms_metrics_5_72.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-diltiazem-metoprolol-quinidine-ranolazine-risperidone-vandetanib","0.8  (0.733 - 0.867)","1    (1    - 1   )","0.842 (0.789 - 0.895)","2.4  (1.2  - 8e+05)","0.3  (0.2  - 0.6 )","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.233 (0.226 - 0.239)",0.733,1,0.789,1.2,0.6,1e+06,1e-06,0.239,0.867,1,0.316,2.4,0.3,1e+06,1e-06,0.157,8.69238557862983,-30.2017926019223,8.69238559718485,-30.2017925848428,2.13462946391262e-09,5.65513629748725e-10,1.2071620563058e-18,-1.57960855181721e-05,8,NA,"tms_metrics_5_73.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-chlorpromazine-diltiazem-dofetilide-droperidol-quinidine-ranolazine-verapamil","0.611 (0.611 - 0.944)","1    (1    - 1   )","0.875 (0.875 - 1   )","2.5  (2.5  - 8.33e+05)","0.25 (0.167 - 0.25)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.224 (0.218 - 0.23)",0.611,1,0.875,2.5,0.25,667000,0.333,0.23,0.944,1,0.375,2.5,0.25,1e+06,1e-06,0.0945,15.0580394439848,-22.1327042945551,15.0580394660439,-22.1327042685884,1.4649381105029e-09,1.1732283801237e-09,1.7187069663668e-18,-9.86446106812075e-06,9,NA,"tms_metrics_5_79.csv","summary_tms_9_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-droperidol-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib-verapamil","0.929 (0.821 - 1   )","1    (0.875 - 1   )","0.943 (0.829 - 1   )","3.43 (3.43 - 8.57e+05)","0.19 (1.33e-06 - 0.19)","1e+06 (8    - 1e+06)","1e-06 (1e-06 - 0.333)","0.21 (0.204 - 0.215)",0.821,0.875,0.829,3.43,0.19,8,0.333,0.215,0.929,0.875,0.371,3.43,0.19,667000,0.333,0.127,9.58338766570916,-23.3162219198142,9.58338782587247,-23.3162217726392,1.67125980189635e-08,6.31212708152017e-09,1.0549204255806e-16,-1.15128997755465e-05,11,0.7,"tms_metrics_5_8.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.889 (0.722 - 0.944)","1    (0.889 - 1   )","0.864 (0.773 - 0.955)","2.5  (2.5  - 8.33e+05)","0.25 (0.167 - 0.25)","1e+06 (6    - 1e+06)","1e-06 (1e-06 - 0.333)","0.255 (0.249 - 0.261)",0.722,0.889,0.773,2.5,0.25,6,0.333,0.261,0.889,0.889,0.318,2.5,0.25,667000,0.333,0.145,8.51773248863762,-20.8575268530189,8.51773248841218,-20.8575268080893,2.64674637135534e-11,2.15411735676486e-09,5.70140229749093e-20,-1.52001452876106e-05,9,0.566666666666667,"tms_metrics_5_80.csv","summary_tms_9_metrics.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-ranolazine-vandetanib","0.875 (0.792 - 1   )","1    (0.905 - 1   )","0.903 (0.839 - 1   )","3.33 (2.67 - 8.33e+05)","0.222 (1.33e-06 - 0.333)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.224 (0.218 - 0.23)",0.792,0.905,0.839,2.67,0.333,7,0.333,0.23,0.917,0.952,0.355,3.33,0.222,667000,0.333,0.132,7.91121096380911,-23.1171113924482,7.91121107338756,-23.1171112827193,1.38510333652728e-08,4.74665482048853e-09,6.57460742920194e-17,-1.33416256679728e-05,10,0.666666666666667,"tms_metrics_5_82.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-chlorpromazine-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib-verapamil","0.857 (0.75 - 0.929)","1    (0.964 - 1   )","0.906 (0.875 - 0.938)","3.43 (2.86 - 3.43)","0.19 (0.19 - 0.381)","1e+06 (5.25 - 1e+06)","1e-06 (1e-06 - 0.292)","0.235 (0.23 - 0.241)",0.75,0.964,0.875,2.86,0.381,5.25,0.292,0.241,0.893,1,0.312,3.43,0.19,750000,0.25,0.135,15.1938500137025,-19.2989467015327,15.1938500296931,-19.2989466862865,1.05243774765951e-09,7.90003911961197e-10,8.31429937746644e-19,-1.25083675580491e-05,11,0.666666666666667,"tms_metrics_5_85.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib-verapamil","0.917 (0.792 - 0.958)","1    (0.905 - 1   )","0.929 (0.821 - 0.964)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.224 (0.218 - 0.229)",0.792,0.905,0.821,3.33,0.222,7,0.333,0.229,0.917,0.905,0.321,3.33,0.222,667000,0.333,0.129,8.76848424095295,-22.2283494662612,8.76848421251493,-22.2283494319573,3.24320800189821e-09,1.54325151404909e-09,5.00508565930553e-18,-1.22973859910033e-05,10,0.666666666666667,"tms_metrics_5_86.csv","summary_tms_10_metrics.csv"
"astemizole-metoprolol-nitrendipine-quinidine-risperidone-vandetanib-verapamil","0.667 (0.5  - 0.833)","1    (1    - 1   )","0.8  (0.733 - 0.867)","2.25 (2.25 - 2.25)","0.375 (0.375 - 0.375)","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.284 (0.276 - 0.291)",0.5,1,0.733,2.25,0.375,1e+06,1e-06,0.291,0.917,1,0.333,2.25,0.375,1e+06,1e-06,0.155,9.77042980539643,-40.515940506549,9.77042980464649,-40.5159405078391,7.67561477944923e-11,3.18417122251726e-11,2.44404716958504e-21,-1.7336049828266e-05,7,NA,"tms_metrics_5_87.csv","summary_tms_7_metrics.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-metoprolol-nitrendipine-vandetanib","0.867 (0.733 - 0.933)","1    (0.933 - 1   )","0.9  (0.8  - 0.95)","2.4  (2.4  - 8e+05)","0.3  (1.5e-06 - 0.3 )","6.67e+05 (3.33 - 1e+06)","1.25e-06 (1e-06 - 0.417)","0.341 (0.333 - 0.348)",0.733,0.933,0.8,2.4,0.3,3.33,0.417,0.348,0.867,0.933,0.3,2.4,0.3,5,0.333,0.159,7.26463534084069,-16.187523640539,7.26463541976834,-16.1875235625858,1.08646397348256e-08,4.81563619157903e-09,5.23201523154936e-17,-1.85336648710266e-05,8,0.533333333333333,"tms_metrics_5_88.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-quinidine-ranolazine-risperidone-verapamil","0.875 (0.792 - 0.958)","1    (0.857 - 1   )","0.889 (0.778 - 0.963)","3.33 (2.67 - 8.33e+05)","0.222 (0.167 - 0.333)","6.67e+05 (4.67 - 1e+06)","0.333 (1e-06 - 0.389)","0.259 (0.253 - 0.265)",0.792,0.857,0.778,2.67,0.333,4.67,0.389,0.265,0.875,0.857,0.407,3.33,0.222,650000,0.333,0.169,9.39625826275154,-20.2985623086927,9.3962728318295,-20.2985492814542,1.55051670119304e-06,6.4178174880105e-07,9.95093320036905e-13,-1.67646365801582e-05,10,0.5,"tms_metrics_5_9.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-metoprolol-ranolazine-vandetanib-verapamil","0.875 (0.792 - 1   )","1    (0.905 - 1   )","0.885 (0.808 - 1   )","3.33 (3.33 - 8.33e+05)","0.222 (1.33e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.232 (0.226 - 0.238)",0.792,0.905,0.808,3.33,0.222,7,0.333,0.238,0.917,0.905,0.308,3.33,0.222,667000,0.333,0.129,6.77010482068219,-18.2976430888798,6.77010490612843,-18.2976430054913,1.26211104948309e-08,4.55733403554798e-09,5.75186164245046e-17,-1.32992273574818e-05,10,0.666666666666667,"tms_metrics_5_90.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine-ranolazine","0.917 (0.833 - 1   )","1    (0.905 - 1   )","0.931 (0.862 - 1   )","3.33 (3.33 - 8.33e+05)","0.222 (1.33e-06 - 0.225)","1e+06 (4.67 - 1e+06)","1e-06 (1e-06 - 0.389)","0.227 (0.221 - 0.233)",0.833,0.905,0.862,3.33,0.225,4.67,0.389,0.233,0.917,0.952,0.379,3.33,0.222,667000,0.333,0.119,7.62279611361072,-19.1452424622413,7.62279612802109,-19.1452424283268,1.89043142398557e-09,1.77143298085067e-09,3.34877257248453e-18,-1.17774320470604e-05,10,0.633333333333333,"tms_metrics_5_91.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-cisapride-diltiazem-dofetilide-droperidol-nifedipine-ranolazine","0.8  (0.733 - 0.867)","1    (0.8  - 1   )","0.846 (0.692 - 0.923)","2.4  (1.8  - 3   )","0.3  (1.5e-06 - 0.6 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.333)","0.27 (0.263 - 0.277)",0.733,0.8,0.692,1.8,0.6,5,0.333,0.277,0.8,0.8,0.308,2.4,0.3,667000,0.333,0.164,-4.95434219051967,-25.3905695025147,-4.95434223557394,-25.390569551417,9.09389477787033e-09,1.92600125814213e-09,1.75148527835904e-17,-2.29278016843105e-05,8,NA,"tms_metrics_5_92.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib-verapamil","0.875 (0.792 - 0.958)","1    (0.905 - 1   )","0.893 (0.821 - 0.964)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.244 (0.238 - 0.25)",0.792,0.905,0.821,3.33,0.222,7,0.333,0.25,0.917,0.905,0.321,3.33,0.222,667000,0.333,0.145,8.80014881979601,-20.4687777995501,8.80014884825394,-20.4687777310138,3.233801514741e-09,3.34833283898961e-09,1.08278438065817e-17,-1.38097220389663e-05,10,0.666666666666667,"tms_metrics_5_95.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-clozapine-metoprolol-nitrendipine-quinidine-ranolazine","0.833 (0.75 - 1   )","1    (1    - 1   )","0.867 (0.8  - 1   )","2.25 (1.12 - 7.5e+05)","0.375 (1.5e-06 - 0.75)","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.5 )","0.272 (0.264 - 0.279)",0.75,1,0.8,1.12,0.75,5e+05,0.5,0.279,0.833,1,0.333,2.25,0.375,1e+06,1e-06,0.163,5.81792811657524,-25.817540562484,5.81794494098477,-25.8175228206096,2.89181312290175e-06,6.87202817627733e-07,1.98726212611094e-12,-2.1542181177107e-05,7,NA,"tms_metrics_5_97.csv","summary_tms_7_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-metoprolol-nifedipine-ranolazine-vandetanib-verapamil","0.792 (0.708 - 0.917)","1    (0.81 - 1   )","0.821 (0.714 - 0.929)","1.67 (1.33 - 3.33)","0.333 (0.222 - 0.667)","6.67e+05 (6.67e+05 - 1e+06)","0.333 (1e-06 - 0.333)","0.32 (0.314 - 0.327)",0.708,0.81,0.714,1.33,0.667,667000,0.333,0.327,0.792,0.857,0.321,1.67,0.444,667000,0.333,0.247,1.46368050783993,-22.2614067947555,1.46365874693872,-22.2614278095596,1.48674691098163e-05,9.44000730560217e-07,1.4034901701248e-11,-2.26749409288953e-05,10,NA,"tms_metrics_5_98.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-clozapine-diltiazem-droperidol-loratadine-nitrendipine-quinidine","1    (0.933 - 1   )","1    (1    - 1   )","1    (0.95 - 1   )","3    (3    - 3   )","1.5e-06 (1.5e-06 - 1.5e-06)","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.126 (0.121 - 0.131)",0.933,1,0.95,3,1.5e-06,1e+06,1e-06,0.131,1,1,0.45,1e+06,1e-06,1e+06,1e-06,0.000675,16.5878919833231,-22.4721974338656,16.5879063149699,-22.4721512841129,8.63981660683988e-07,2.05364195399538e-06,1.77430898586324e-12,-1.69134235312623e-07,8,NA,"tms_metrics_5_99.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-dofetilide-droperidol-loratadine-ranolazine-verapamil","1    (0.964 - 1   )","1    (0.667 - 1   )","1    (0.931 - 1   )","1e+06 (8.57e+05 - 1e+06)","1e-06 (1e-06 - 0.143)","6.67e+05 (5.33 - 1e+06)","1.14e-06 (1e-06 - 0.381)","0.0844 (0.0807 - 0.0881)",0.964,0.667,0.931,857000,0.143,5.33,0.381,0.0881,1,0.833,0.379,857000,0.143,5.33,0.381,0.0497,19.4596818206562,-26.265900437323,19.4596655118458,-26.2659151029449,8.38082772993055e-07,5.58351835603961e-07,4.6794505468873e-13,-8.91990393962815e-06,11,NA,"tms_metrics_6_1.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-chlorpromazine-diltiazem-loratadine-quinidine-verapamil","0.917 (0.917 - 0.917)","0.9  (0.9  - 1   )","0.727 (0.727 - 0.909)","2.25 (2.25 - 3   )","0.375 (1.5e-06 - 0.375)","5    (5    - 5   )","1.25e-06 (1.25e-06 - 1.25e-06)","0.379 (0.371 - 0.387)",0.917,0.9,0.727,2.25,0.375,5,1.25e-06,0.387,1,1,0.364,750000,0.25,1e+06,1e-06,0.00759,17.3573932562453,-20.4708867684943,17.3573932645744,-20.4708868642096,4.79856827234175e-10,4.67568148827525e-09,2.24365768412132e-18,-1.96331524235236e-06,7,NA,"tms_metrics_6_101.csv","summary_tms_7_metrics.csv"
"azimilide-cisapride-dofetilide-droperidol-nitrendipine-verapamil","1    (1    - 1   )","1    (1    - 1   )","1    (1    - 1   )","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.5 )","0.00917 (0.00746 - 0.0109)",1,1,1,1e+06,1e-06,5e+05,0.5,0.0109,1,1,0.333,1e+06,1e-06,1e+06,1e-06,0.000398,16.3849524230089,-24.7704765619013,16.3849562393509,-24.7704768961936,2.32917438924559e-07,1.34955935436482e-08,3.14335908495335e-15,-1.07478730365704e-08,6,NA,"tms_metrics_6_102.csv","summary_tms_6_metrics.csv"
