"drug_pair","AUC1","AUC2","Pairwise","LR1plus","LR1minus","LR2plus","LR2minus","Mean_error","AUC1_LOOCV","AUC2_LOOCV","Pairwise_LOOCV","LR1plus_LOOCV","LR1minus_LOOCV","LR2plus_LOOCV","LR2minus_LOOCV","Mean_error_LOOCV","AUC1_training","AUC2_training","Pairwise_training","LR1plus_training","LR1minus_training","LR2plus_training","LR2minus_training","Mean_error_training","Threshold1","Threshold2","Th1_ref","Th2_ref","Th1_changes","Th2_changes","Th_changes_overall","Normalized_logLik","number_of_drugs","Rank_score_LOOCV","tms_name","metrics_name"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.875 (0.792 - 0.958)","1    (0.905 - 1   )","0.9  (0.833 - 0.967)","3.33 (2.64 - 8.33e+05)","0.222 (0.167 - 0.333)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.23 (0.224 - 0.235)",0.792,0.905,0.833,2.64,0.333,7,0.333,0.235,0.917,0.952,0.367,3.33,0.222,667000,0.333,0.14,8.75304317320985,-21.1960904012169,8.75304321483554,-21.1960903512697,4.75556749394187e-09,2.3564357480489e-09,1.12061892449839e-17,-1.354816050351e-05,10,0.666666666666667,"tms_metrics_6_104.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-droperidol-ranolazine-risperidone-verapamil","1    (0.952 - 1   )","1    (0.81 - 1   )","1    (0.955 - 1   )","8.57e+05 (2.57 - 1e+06)","0.143 (1e-06 - 0.214)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.097 (0.0929 - 0.101)",0.952,0.81,0.955,2.57,0.214,7,0.333,0.101,1,0.905,0.409,3,1.5e-06,7,0.333,0.0253,17.8866452475751,-21.9179610235006,17.8866451018922,-21.9179610166888,8.14478363017046e-09,3.10784061268171e-10,2.53126893473489e-18,-4.60093500815918e-06,10,0.766666666666667,"tms_metrics_6_107.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-risperidone-vandetanib-verapamil","0.833 (0.722 - 0.944)","1    (0.889 - 1   )","0.88 (0.8  - 0.96)","2.5  (2.5  - 8.33e+05)","0.25 (0.167 - 0.25)","1e+06 (6    - 1e+06)","1e-06 (1e-06 - 0.333)","0.263 (0.257 - 0.27)",0.722,0.889,0.8,2.5,0.25,6,0.333,0.27,0.889,0.944,0.36,2.5,0.25,667000,0.333,0.151,9.68776077892974,-20.8627761108079,9.68776081733786,-20.8627760607591,3.96460253841616e-09,2.39895262125135e-09,9.5108936517532e-18,-1.51628714886241e-05,9,0.633333333333333,"tms_metrics_6_108.csv","summary_tms_9_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-metoprolol-ranolazine-vandetanib-verapamil","0.958 (0.833 - 1   )","1    (0.905 - 1   )","0.923 (0.846 - 1   )","3.33 (3.33 - 8.33e+05)","0.222 (1.33e-06 - 0.222)","1e+06 (4.67 - 1e+06)","1e-06 (1e-06 - 0.389)","0.231 (0.225 - 0.236)",0.833,0.905,0.846,3.33,0.222,4.67,0.389,0.236,0.958,0.905,0.308,3.33,0.222,7,0.333,0.108,10.9845474330155,-30.828065129779,10.9845351891721,-30.8280756959774,1.11464373846044e-06,3.42745960416837e-07,3.82039638661237e-13,-1.1270688420332e-05,10,0.633333333333333,"tms_metrics_6_11.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib-verapamil","0.917 (0.792 - 0.958)","1    (0.905 - 1   )","0.929 (0.821 - 0.964)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.233 (0.227 - 0.239)",0.792,0.905,0.821,3.33,0.222,7,0.333,0.239,0.958,0.905,0.321,3.33,0.222,667000,0.333,0.132,9.49196816832201,-23.0881064497538,9.49196816263526,-23.0881063955121,5.99111477809944e-10,2.34933588604627e-09,1.40751409456111e-18,-1.25555726385438e-05,10,0.666666666666667,"tms_metrics_6_110.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-droperidol-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib-verapamil","0.917 (0.792 - 0.958)","1    (0.905 - 1   )","0.935 (0.839 - 0.968)","3.33 (1.67 - 8.33e+05)","0.222 (0.167 - 0.333)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.226 (0.22 - 0.231)",0.792,0.905,0.839,1.67,0.333,7,0.333,0.231,0.917,0.952,0.355,3.33,0.222,667000,0.333,0.134,8.69769140976028,-21.8970354815363,8.69769139625947,-21.8970354481749,1.55222865373787e-09,1.52355730516636e-09,2.36490930469086e-18,-1.30218618549349e-05,10,NA,"tms_metrics_6_113.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-risperidone-vandetanib-verapamil","0.833 (0.722 - 0.944)","1    (0.889 - 1   )","0.864 (0.773 - 0.955)","2.5  (2.5  - 8.33e+05)","0.25 (0.167 - 0.25)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.261 (0.254 - 0.267)",0.722,0.889,0.773,2.5,0.25,667000,0.333,0.267,0.944,0.944,0.318,2.5,0.25,667000,0.333,0.141,9.8797268842522,-23.0905310827421,9.87972683620499,-23.0905310542694,4.8632122805375e-09,1.23308916972712e-09,5.99677439321474e-18,-1.43103667645705e-05,9,0.566666666666667,"tms_metrics_6_114.csv","summary_tms_9_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-metoprolol-nitrendipine-ranolazine-vandetanib","0.875 (0.792 - 1   )","1    (0.905 - 1   )","0.893 (0.821 - 1   )","3.33 (3.33 - 8.33e+05)","0.222 (1.33e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.216 (0.211 - 0.222)",0.792,0.905,0.821,3.33,0.222,7,0.333,0.222,0.917,0.905,0.321,3.33,0.222,667000,0.333,0.119,7.42725911657309,-20.947682308849,7.42725916847878,-20.9476822591346,6.98853864804128e-09,2.37326416859949e-09,1.65856483642691e-17,-1.24402877817225e-05,10,0.666666666666667,"tms_metrics_6_115.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.875 (0.75 - 0.958)","1    (0.905 - 1   )","0.885 (0.769 - 0.962)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.234 (0.229 - 0.24)",0.75,0.905,0.769,3.33,0.222,7,0.333,0.24,0.917,0.905,0.308,3.33,0.222,667000,0.333,0.135,9.07555121726897,-22.4487636672321,9.07555118370389,-22.4487636208071,3.69840712458293e-09,2.06804170601561e-09,7.64846017946279e-18,-1.31343459969261e-05,10,0.6,"tms_metrics_6_117.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-loratadine-metoprolol-ranolazine-risperidone-vandetanib","0.875 (0.75 - 0.958)","1    (0.905 - 1   )","0.903 (0.806 - 0.968)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (4.67 - 1e+06)","1e-06 (1e-06 - 0.389)","0.235 (0.229 - 0.241)",0.75,0.905,0.806,3.33,0.222,4.67,0.389,0.241,0.917,0.905,0.355,3.33,0.222,7,0.333,0.15,7.63757112739354,-19.9794083070539,7.63757114350887,-19.9794082552116,2.11000700671771e-09,2.59478634839251e-09,5.47501737604367e-18,-1.48840815871942e-05,10,0.6,"tms_metrics_6_118.csv","summary_tms_10_metrics.csv"
"astemizole-bepridil-cisapride-clozapine-diltiazem-metoprolol-vandetanib-verapamil","0.867 (0.733 - 0.933)","1    (0.833 - 1   )","0.875 (0.688 - 0.938)","2.4  (2.4  - 8e+05)","0.3  (1.5e-06 - 0.3 )","5e+05 (3    - 1e+06)","1.2e-06 (1e-06 - 0.6 )","0.312 (0.305 - 0.319)",0.733,0.833,0.688,2.4,0.3,3,0.6,0.319,0.933,0.833,0.375,2.4,0.3,6,0.5,0.137,10.3732357916925,-28.0143011138914,10.37323044528,-28.014305675435,5.1540477758345e-07,1.62829080482458e-07,8.39228860101792e-14,-1.79331681856114e-05,8,NA,"tms_metrics_6_12.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib","0.833 (0.75 - 0.958)","1    (0.905 - 1   )","0.871 (0.806 - 0.968)","3.33 (2.67 - 8.33e+05)","0.222 (0.167 - 0.333)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.247 (0.241 - 0.253)",0.75,0.905,0.806,2.67,0.333,7,0.333,0.253,0.875,0.905,0.355,3.33,0.222,667000,0.333,0.164,10.3375990079152,-25.4347311984678,10.3376124773599,-25.4347192004133,1.30295507841496e-06,4.71719558181615e-07,6.14629393920396e-13,-1.57704291816932e-05,10,0.666666666666667,"tms_metrics_6_120.csv","summary_tms_10_metrics.csv"
"azimilide-cisapride-clozapine-diltiazem-droperidol-loratadine-quinidine-verapamil","1    (0.933 - 1   )","1    (1    - 1   )","1    (0.938 - 1   )","3    (3    - 3   )","1.5e-06 (1.5e-06 - 1.5e-06)","1e+06 (6    - 1e+06)","1e-06 (1e-06 - 1.2e-06)","0.133 (0.128 - 0.139)",0.933,1,0.938,3,1.5e-06,6,1.2e-06,0.139,1,1,0.438,1e+06,1e-06,1e+06,1e-06,0.000762,16.3540835880206,-22.5560169965535,16.3541009448857,-22.5559641520679,1.06131576318991e-06,2.34281652732272e-06,2.48646811070945e-12,-1.87067651137559e-07,8,NA,"tms_metrics_6_123.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-droperidol-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.833 (0.722 - 0.944)","1    (0.889 - 1   )","0.88 (0.8  - 0.96)","2.5  (2.5  - 8.33e+05)","0.25 (0.167 - 0.25)","1e+06 (6    - 1e+06)","1e-06 (1e-06 - 0.333)","0.256 (0.25 - 0.263)",0.722,0.889,0.8,2.5,0.25,6,0.333,0.263,0.889,0.889,0.36,2.5,0.25,667000,0.333,0.153,8.85122739149581,-21.2431560134662,8.85122740123315,-21.2431559915088,1.10011141158519e-09,1.03362036256657e-09,1.1370975561063e-18,-1.63300841101917e-05,9,0.633333333333333,"tms_metrics_6_126.csv","summary_tms_9_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.875 (0.75 - 0.958)","1    (0.905 - 1   )","0.885 (0.769 - 0.962)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.234 (0.228 - 0.24)",0.75,0.905,0.769,3.33,0.222,7,0.333,0.24,0.917,0.905,0.308,3.33,0.222,667000,0.333,0.137,8.58124403666175,-20.9162764248588,8.58124401082867,-20.9162763916,3.01041258958256e-09,1.59008995940935e-09,4.78682683237473e-18,-1.33061114770096e-05,10,0.6,"tms_metrics_6_129.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-droperidol-nitrendipine-ranolazine-risperidone-verapamil","1    (0.964 - 1   )","1    (0.667 - 1   )","1    (0.966 - 1   )","1e+06 (3.43 - 1e+06)","1e-06 (1e-06 - 0.19)","6.67e+05 (5.33 - 1e+06)","1.14e-06 (1e-06 - 0.381)","0.0967 (0.0928 - 0.101)",0.964,0.667,0.966,3.43,0.19,5.33,0.381,0.101,1,0.875,0.414,4,1.33e-06,8,0.333,0.0421,23.8291417302942,-25.4718333779399,23.8291420759512,-25.4718329919273,1.45056397360809e-08,1.51544874347836e-08,2.19825535113935e-16,-7.38366395024243e-06,11,NA,"tms_metrics_6_13.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-nitrendipine-ranolazine-risperidone-verapamil","1    (0.958 - 1   )","1    (0.857 - 1   )","1    (0.955 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.114 (0.109 - 0.118)",0.958,0.857,0.955,3.33,0.222,7,0.333,0.118,1,0.905,0.364,4,1.33e-06,7,0.333,0.0291,19.7863648056151,-20.4693926123308,19.786378493241,-20.4693822733403,6.91770144127817e-07,5.05095381555311e-07,3.49409904896812e-13,-4.89991478159316e-06,10,0.766666666666667,"tms_metrics_6_130.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.889 (0.722 - 0.944)","1    (0.889 - 1   )","0.909 (0.773 - 0.955)","2.5  (2.5  - 8.33e+05)","0.25 (0.167 - 0.25)","1e+06 (6    - 1e+06)","1e-06 (1e-06 - 0.333)","0.253 (0.246 - 0.259)",0.722,0.889,0.773,2.5,0.25,6,0.333,0.259,0.889,0.889,0.318,2.5,0.25,667000,0.333,0.142,8.74952604089886,-21.3666560194989,8.7495260152592,-21.3666559975615,2.93040510847831e-09,1.02671004649521e-09,3.00867636517557e-18,-1.4982330198565e-05,9,0.566666666666667,"tms_metrics_6_131.csv","summary_tms_9_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib-verapamil","0.917 (0.792 - 0.958)","1    (0.905 - 1   )","0.929 (0.821 - 0.964)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.229 (0.223 - 0.235)",0.792,0.905,0.821,3.33,0.222,7,0.333,0.235,0.917,0.905,0.321,3.33,0.222,667000,0.333,0.129,8.39648566209065,-20.0136770633488,8.39648564743553,-20.0136770366571,1.74538776727009e-09,1.33367125479401e-09,2.32777349367722e-18,-1.22960021238192e-05,10,0.666666666666667,"tms_metrics_6_132.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-dofetilide-metoprolol-nitrendipine-ranolazine","0.875 (0.792 - 0.958)","1    (0.905 - 1   )","0.88 (0.8  - 0.96)","3.33 (3.33 - 8.33e+05)","0.222 (1.33e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.218 (0.212 - 0.223)",0.792,0.905,0.8,3.33,0.222,7,0.333,0.223,0.917,0.905,0.36,3.33,0.222,667000,0.333,0.129,7.3594576859065,-22.430255917315,7.35944890930717,-22.4302637603941,1.19256203046728e-06,3.49665043013785e-07,4.16997253679948e-13,-1.30983531363e-05,10,0.666666666666667,"tms_metrics_6_133.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.875 (0.75 - 0.958)","1    (0.905 - 1   )","0.885 (0.769 - 0.962)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.234 (0.228 - 0.24)",0.75,0.905,0.769,3.33,0.222,7,0.333,0.24,0.917,0.905,0.308,3.33,0.222,667000,0.333,0.14,8.40268770679666,-20.919279832851,8.40268769521238,-20.9192797924802,1.37864028447394e-09,1.92983512610854e-09,2.66054844724608e-18,-1.35222823710025e-05,10,0.6,"tms_metrics_6_135.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib-verapamil","0.875 (0.792 - 0.958)","1    (0.905 - 1   )","0.893 (0.821 - 0.964)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.23 (0.224 - 0.236)",0.792,0.905,0.821,3.33,0.222,7,0.333,0.236,0.917,0.905,0.321,3.33,0.222,667000,0.333,0.132,9.06500070795291,-23.0605746870513,9.06500065889394,-23.060574646408,5.4119098842773e-09,1.76245826064848e-09,9.53826528142968e-18,-1.25952789284088e-05,10,0.666666666666667,"tms_metrics_6_136.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-dofetilide-nitrendipine-ranolazine-verapamil","1    (0.958 - 1   )","1    (0.857 - 1   )","1    (0.955 - 1   )","8.33e+05 (3.33 - 1e+06)","1.33e-06 (1e-06 - 0.222)","1e+06 (4.67 - 1e+06)","1e-06 (1e-06 - 0.389)","0.107 (0.102 - 0.111)",0.958,0.857,0.955,3.33,0.222,4.67,0.389,0.111,1,0.905,0.364,4,1.33e-06,7,0.333,0.0273,17.8437839068116,-21.2151657813012,17.8437715908665,-21.2151754620001,6.90209751135748e-07,4.56310100741848e-07,3.14949681073759e-13,-4.34537234362498e-06,10,0.7,"tms_metrics_6_137.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.875 (0.75 - 0.958)","1    (0.905 - 1   )","0.885 (0.769 - 0.962)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.232 (0.226 - 0.238)",0.75,0.905,0.769,3.33,0.222,7,0.333,0.238,0.917,0.905,0.308,3.33,0.222,667000,0.333,0.133,9.24707594784432,-22.9714853428554,9.24707589576054,-22.9714853100465,5.63245896344023e-09,1.4282464063023e-09,8.0445392731787e-18,-1.27610363164472e-05,10,0.6,"tms_metrics_6_139.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-droperidol-nitrendipine-ranolazine-risperidone-verapamil","1    (0.964 - 1   )","1    (0.667 - 1   )","1    (0.966 - 1   )","1e+06 (3.43 - 1e+06)","1e-06 (1e-06 - 0.19)","6.67e+05 (5.33 - 1e+06)","1.14e-06 (1e-06 - 0.381)","0.0951 (0.0912 - 0.099)",0.964,0.667,0.966,3.43,0.19,5.33,0.381,0.099,1,0.875,0.414,4,1.33e-06,8,0.333,0.0421,24.861832954251,-26.6670620244921,24.8618332936256,-26.6670616483407,1.36504255681744e-08,1.41054672995201e-08,1.92545631476417e-16,-7.37669096362228e-06,11,NA,"tms_metrics_6_14.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-ranolazine-risperidone-verapamil","1    (0.944 - 1   )","1    (0.667 - 1   )","1    (0.938 - 1   )","8.33e+05 (2.5  - 1e+06)","0.167 (1e-06 - 0.25)","1e+06 (4    - 1e+06)","1e-06 (1e-06 - 0.4 )","0.116 (0.111 - 0.121)",0.944,0.667,0.938,2.5,0.25,4,0.4,0.121,1,0.889,0.375,3,1.5e-06,6,0.333,0.0317,20.071156356485,-20.1385698876825,20.0711563480213,-20.1385698271148,4.21686535228011e-10,3.0075493613057e-09,1.26824306969622e-18,-6.79164858804752e-06,9,NA,"tms_metrics_6_140.csv","summary_tms_9_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-dofetilide-nifedipine-nitrendipine-ranolazine-verapamil","0.75 (0.708 - 0.75)","0.857 (0.762 - 1   )","0.76 (0.72 - 0.88)","3.33 (2.67 - 3.33)","0.222 (0.222 - 0.444)","7    (4.67 - 1e+06)","1.17e-06 (1e-06 - 0.389)","0.333 (0.324 - 0.342)",0.708,0.762,0.72,2.67,0.444,4.67,0.389,0.342,0.792,0.857,0.44,3.33,0.222,4.67,0.389,0.253,5.46887072343503,-30.7251134870258,5.46887091257044,-30.7251132899082,3.45839956370402e-08,6.41552162969352e-09,2.21874372050658e-16,-2.93310573748291e-05,10,0.4,"tms_metrics_6_141.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.857 (0.75 - 0.964)","1    (0.929 - 1   )","0.862 (0.759 - 0.966)","3.43 (3.43 - 8.57e+05)","0.19 (0.143 - 0.19)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.25)","0.206 (0.201 - 0.211)",0.75,0.929,0.759,3.43,0.19,7,0.25,0.211,0.929,0.929,0.31,3.43,0.19,750000,0.25,0.142,11.5676268584669,-28.1197764461467,11.5676269662308,-28.1197762658446,9.31598940477507e-09,6.4119311781991e-09,5.97334829202497e-17,-1.26985042085717e-05,11,0.633333333333333,"tms_metrics_6_143.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-nitrendipine-ranolazine-risperidone","1    (0.933 - 1   )","1    (0.5  - 1   )","1    (0.895 - 1   )","8e+05 (2.4  - 1e+06)","1.5e-06 (1e-06 - 0.3 )","1e+06 (3    - 1e+06)","1e-06 (1e-06 - 0.6 )","0.141 (0.136 - 0.147)",0.933,0.5,0.895,2.4,0.3,3,0.6,0.147,1,0.833,0.421,3,1.5e-06,6,0.5,0.0413,16.9709535138274,-18.3634301524408,16.9709534732918,-18.3634301035737,2.3885310608785e-09,2.66111117227861e-09,6.35614669143825e-18,-9.06721110774238e-06,8,NA,"tms_metrics_6_144.csv","summary_tms_8_metrics.csv"
"astemizole-bepridil-droperidol-metoprolol-nitrendipine-risperidone-vandetanib-verapamil","0.733 (0.733 - 0.8 )","1    (0.833 - 1   )","0.8  (0.75 - 0.9 )","2.4  (2.4  - 2.4 )","0.3  (0.3  - 0.3 )","5e+05 (3    - 1e+06)","0.5  (1e-06 - 0.6 )","0.329 (0.322 - 0.336)",0.733,0.833,0.75,2.4,0.3,3,0.6,0.336,0.867,0.917,0.4,2.4,0.3,5e+05,0.5,0.172,10.617360970314,-22.4562196052476,10.6173610171255,-22.4562195477339,4.40896083310323e-09,2.56114865343924e-09,1.12920041007687e-17,-1.9401913021947e-05,8,NA,"tms_metrics_6_145.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.875 (0.792 - 0.958)","1    (0.905 - 1   )","0.9  (0.833 - 0.967)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (4.67 - 1e+06)","1e-06 (1e-06 - 0.389)","0.236 (0.23 - 0.242)",0.792,0.905,0.833,3.33,0.222,4.67,0.389,0.242,0.917,0.905,0.367,3.33,0.222,7,0.333,0.14,8.27565071750504,-19.7073858919343,8.27565071132474,-19.7073858640074,7.46804765226916e-10,1.41707739497498e-09,1.05828015126266e-18,-1.37196584957138e-05,10,0.6,"tms_metrics_6_147.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-droperidol-ranolazine-risperidone-verapamil","1    (0.952 - 1   )","1    (0.714 - 1   )","1    (0.955 - 1   )","8.57e+05 (2.57 - 1e+06)","1.5e-06 (1e-06 - 0.214)","1e+06 (4.67 - 1e+06)","1e-06 (1e-06 - 0.335)","0.0969 (0.0928 - 0.101)",0.952,0.714,0.955,2.57,0.214,4.67,0.335,0.101,1,0.857,0.409,3,1.5e-06,7,0.333,0.0282,19.2572337426387,-22.7302605138949,19.2572336565303,-22.7302604809429,4.47148320434375e-09,1.4496993853682e-09,6.48230645302139e-18,-5.22203278539584e-06,10,0.666666666666667,"tms_metrics_6_148.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.889 (0.722 - 0.944)","1    (0.889 - 1   )","0.909 (0.773 - 0.955)","2.5  (2.5  - 8.33e+05)","0.25 (0.167 - 0.25)","1e+06 (6    - 1e+06)","1e-06 (1e-06 - 0.333)","0.253 (0.247 - 0.26)",0.722,0.889,0.773,2.5,0.25,6,0.333,0.26,0.889,0.889,0.318,2.5,0.25,667000,0.333,0.143,8.73599815385933,-21.0387805162287,8.73599814498738,-21.0387804812327,1.01556249379309e-09,1.66340620829544e-09,1.68929295708742e-18,-1.51114423965791e-05,9,0.566666666666667,"tms_metrics_6_149.csv","summary_tms_9_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-droperidol-nitrendipine-ranolazine-risperidone-verapamil","1    (0.964 - 1   )","1    (0.667 - 1   )","1    (0.966 - 1   )","1e+06 (3.43 - 1e+06)","1e-06 (1e-06 - 0.19)","6.67e+05 (5.33 - 1e+06)","1.14e-06 (1e-06 - 0.381)","0.0941 (0.0903 - 0.098)",0.964,0.667,0.966,3.43,0.19,5.33,0.381,0.098,1,0.875,0.414,4,1.33e-06,8,0.333,0.0436,22.3947250360894,-23.6362219613324,22.3947253557988,-23.6362216056913,1.42761024349391e-08,1.5046445345162e-08,2.14804595029245e-16,-7.63149650919737e-06,11,NA,"tms_metrics_6_15.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-loratadine-nitrendipine-ranolazine-risperidone","0.958 (0.917 - 1   )","1    (0.714 - 1   )","0.96 (0.92 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (4.67 - 1e+06)","1e-06 (1e-06 - 0.389)","0.119 (0.114 - 0.123)",0.917,0.714,0.92,3.33,0.222,4.67,0.389,0.123,1,0.905,0.36,4,0.167,7,0.333,0.0381,15.4341143345145,-18.0859331349906,15.4341143511033,-18.0859330353978,1.07481510307718e-09,5.50664212402607e-09,5.91862212214424e-18,-6.52894398392819e-06,10,0.666666666666667,"tms_metrics_6_150.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib","0.875 (0.792 - 0.958)","1    (0.905 - 1   )","0.893 (0.786 - 0.964)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.231 (0.225 - 0.236)",0.792,0.905,0.786,3.33,0.222,7,0.333,0.236,0.917,0.905,0.321,3.33,0.222,667000,0.333,0.132,8.08791040828271,-19.9277581214967,8.08791039608258,-19.9277580913571,1.50844016682407e-09,1.51244109060184e-09,2.28142689101902e-18,-1.27943803133853e-05,10,0.6,"tms_metrics_6_151.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-droperidol-nitrendipine-ranolazine-risperidone-verapamil","1    (0.964 - 1   )","1    (0.75 - 1   )","1    (0.931 - 1   )","8.57e+05 (3.43 - 1e+06)","1.33e-06 (1e-06 - 0.19)","1e+06 (5.33 - 1e+06)","1e-06 (1e-06 - 0.381)","0.106 (0.102 - 0.11)",0.964,0.75,0.931,3.43,0.19,5.33,0.381,0.11,1,0.875,0.414,4,1.33e-06,8,0.333,0.0441,20.4912257376755,-21.7108041934314,20.4912323131084,-21.710798355408,3.20890068878197e-07,2.6889952438815e-07,8.62871869022279e-14,-7.54965105453999e-06,11,0.766666666666667,"tms_metrics_6_152.csv","summary_tms_11_metrics.csv"
