"drug_pair","AUC1","AUC2","Pairwise","LR1plus","LR1minus","LR2plus","LR2minus","Mean_error","AUC1_LOOCV","AUC2_LOOCV","Pairwise_LOOCV","LR1plus_LOOCV","LR1minus_LOOCV","LR2plus_LOOCV","LR2minus_LOOCV","Mean_error_LOOCV","AUC1_training","AUC2_training","Pairwise_training","LR1plus_training","LR1minus_training","LR2plus_training","LR2minus_training","Mean_error_training","Threshold1","Threshold2","Th1_ref","Th2_ref","Th1_changes","Th2_changes","Th_changes_overall","Normalized_logLik","number_of_drugs","Rank_score_LOOCV","tms_name","metrics_name"
"astemizole-azimilide-bepridil-cisapride-diltiazem-droperidol-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib","0.607 (0.536 - 0.714)","0.542 (0.417 - 0.708)","0.714 (0.6  - 0.771)","1.71 (1.71 - 1.71)","0.286 (0.286 - 0.286)","8e-06 (4e-06 - 8e-06)","1.14 (1.14 - 1.33)","0.655 (0.646 - 0.663)",0.536,0.417,0.6,1.71,0.286,4e-06,1.33,0.663,0.714,0.75,0.429,2,2e-06,8e-06,1.14,0.458,26.7364876287287,-37.4637638754917,26.7364876303109,-37.4637638514213,5.91785251573509e-11,6.42497676934101e-10,3.80220649379842e-20,-4.29274108845773e-05,11,NA,"tms_metrics_4_100.csv","summary_tms_11_metrics.csv"
"bepridil-cisapride-droperidol-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0    (0    - 0   )","0    (0    - 0   )","0.312 (0.312 - 0.312)","0.4  (0.4  - 0.4 )","4.31e+11 (-6.6e+12 - 6.83e+12)","3e-06 (3e-06 - 6e-06)","1.5  (1.2  - 1.5 )","1.24 (1.24 - 1.25)",0,0,0.312,0.4,6.83e+12,3e-06,1.5,1.25,0.6,0.833,0.375,2.4,0.3,6e-06,1.2,0.603,-0.274495793365635,-143.497846021736,-0.347520139046661,-144.584790771556,0.210129824076817,0.00751769770540837,0.00157969249630015,-6.64073846219568e-05,8,NA,"tms_metrics_4_102.csv","summary_tms_8_metrics.csv"
"azimilide-bepridil-chlorpromazine-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-ondansetron-quinidine-verapamil","0.75 (0.75 - 0.75)","0.917 (0.833 - 1   )","0.786 (0.75 - 0.821)","4    (3.43 - 4   )","1.33e-06 (1.33e-06 - 0.19)","5.33 (2.67 - 6.67e+05)","0.381 (1.14e-06 - 0.762)","0.28 (0.272 - 0.288)",0.75,0.833,0.75,3.43,0.19,2.67,0.762,0.288,0.821,0.958,0.5,4,1.33e-06,5.33,0.381,0.138,21.353807151769,-26.8021492022047,21.3538047306875,-26.8021525431105,1.13379394511225e-07,1.24650651298445e-07,1.41328153696475e-14,-2.39722894777761e-05,11,NA,"tms_metrics_4_105.csv","summary_tms_11_metrics.csv"
"azimilide-bepridil-diltiazem-droperidol-metoprolol-nitrendipine-ondansetron-quinidine-risperidone-verapamil","0.75 (0.75 - 0.75)","1    (0.857 - 1   )","0.84 (0.76 - 0.88)","3.33 (3.33 - 3.33)","0.222 (0.222 - 0.222)","6.67e+05 (4.67 - 1e+06)","0.333 (1e-06 - 0.667)","0.297 (0.29 - 0.304)",0.75,0.857,0.76,3.33,0.222,4.67,0.667,0.304,0.833,0.952,0.48,3.33,0.222,7,0.333,0.184,15.4318564564843,-24.0032878673077,15.4244762047286,-24.091270531836,0.000478476653452066,0.00365205581050814,1.74742344243211e-06,-2.50263587135144e-05,10,NA,"tms_metrics_4_106.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-ondansetron-quinidine-verapamil","0.75 (0.75 - 0.75)","0.857 (0.857 - 1   )","0.76 (0.76 - 0.88)","3.33 (3.33 - 3.33)","0.222 (0.222 - 0.222)","4.67 (2.33 - 1e+06)","0.389 (1e-06 - 0.778)","0.358 (0.349 - 0.367)",0.75,0.857,0.76,3.33,0.222,2.33,0.778,0.367,0.792,0.905,0.48,3.33,0.222,7,0.333,0.176,14.473057715541,-25.4053019893943,14.4730581652866,-25.4053028354578,3.10746766441069e-08,3.33026319697928e-08,1.03486851985901e-15,-2.67765844297142e-05,10,NA,"tms_metrics_4_107.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-chlorpromazine-clozapine-diltiazem-droperidol-nitrendipine-ondansetron-quinidine-ranolazine-verapamil","0.821 (0.786 - 0.893)","1    (1    - 1   )","0.917 (0.917 - 0.958)","4    (2.86 - 4   )","1.33e-06 (1.33e-06 - 0.381)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.15 (0.145 - 0.155)",0.786,1,0.917,2.86,0.381,667000,0.333,0.155,0.929,1,0.375,3.43,0.19,1e+06,1e-06,0.0722,14.3926682979036,-19.1482442666463,14.392669309157,-19.1482429382737,7.02616980428363e-08,6.93730780309424e-08,4.87427026091219e-15,-7.30894775849078e-06,11,0.733333333333333,"tms_metrics_4_109.csv","summary_tms_11_metrics.csv"
"azimilide-bepridil-clozapine-metoprolol-nitrendipine-ondansetron-quinidine-verapamil","0.667 (0.6  - 0.667)","1    (0.867 - 1   )","0.875 (0.75 - 0.938)","2.4  (2.4  - 2.4 )","0.3  (0.3  - 0.3 )","6.67e+05 (3.33 - 1e+06)","1.25e-06 (1e-06 - 0.417)","0.327 (0.319 - 0.334)",0.6,0.867,0.75,2.4,0.3,3.33,0.417,0.334,0.867,1,0.5,2.4,0.3,667000,1.25e-06,0.218,7.86601676718484,-18.5441586975163,7.77592574880487,-18.722707272885,0.0115858897435867,0.00953647209061694,0.000110488514184679,-2.7939211761034e-05,8,NA,"tms_metrics_4_110.csv","summary_tms_8_metrics.csv"
"azimilide-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-quinidine-sotalol-tamoxifen","1    (0.958 - 1   )","1    (0.952 - 1   )","1    (0.96 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.104 (0.0999 - 0.108)",0.958,0.952,0.96,3.33,0.222,7,0.333,0.108,1,1,0.36,1e+06,1e-06,667000,1.17e-06,0.00723,14.8910952046667,-14.2968867610545,14.8911088896413,-14.2968899475913,9.19003059866595e-07,2.22883212652345e-07,2.04830354420402e-13,-9.44953954234994e-07,10,0.8,"tms_metrics_4_113.csv","summary_tms_10_metrics.csv"
"azimilide-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-quinidine-sotalol-verapamil","1    (1    - 1   )","1    (0.952 - 1   )","1    (0.952 - 1   )","1e+06 (8.33e+05 - 1e+06)","1e-06 (1e-06 - 0.167)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.0439 (0.0411 - 0.0467)",1,0.952,0.952,833000,0.167,7,0.333,0.0467,1,1,0.333,1e+06,1e-06,7,0.333,0.00832,17.6028441026295,-13.2752501139758,17.551851311372,-13.5028460848386,0.00290526568125773,0.016855407329149,4.89694364569966e-05,-9.95566278547021e-07,10,0.9,"tms_metrics_4_114.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-sotalol-verapamil","0.958 (0.958 - 1   )","1    (0.952 - 1   )","0.952 (0.905 - 1   )","4    (3.33 - 4   )","1.33e-06 (1.33e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.147 (0.143 - 0.152)",0.958,0.952,0.905,3.33,0.222,7,0.333,0.152,1,1,0.333,1e+06,1e-06,7,0.333,0.00663,15.803773569448,-12.5926255175174,15.8037861682903,-12.5926275069219,7.97204046883037e-07,1.57981682822746e-07,1.25943636879686e-13,-8.20944871999841e-07,10,0.8,"tms_metrics_4_115.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-nitrendipine-ondansetron-ranolazine-sotalol-verapamil","0.917 (0.833 - 0.958)","1    (0.952 - 1   )","1    (0.941 - 1   )","3.33 (3.33 - 4   )","0.222 (0.167 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.211 (0.205 - 0.217)",0.833,0.952,0.941,3.33,0.222,7,0.333,0.217,0.958,1,0.353,4,0.167,667000,0.333,0.0296,11.5884705744819,-15.246784553386,11.5884729465362,-15.2467854506067,2.04690840128534e-07,5.88465479191508e-08,1.2045349332235e-14,-3.79361742668268e-06,10,0.766666666666667,"tms_metrics_4_116.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-nitrendipine-ondansetron-quinidine-ranolazine-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","1    (0.941 - 1   )","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","1e+06 (1e+06 - 1e+06)","1e-06 (1e-06 - 1e-06)","0.186 (0.18 - 0.191)",0.875,1,0.941,3.33,0.222,1e+06,1e-06,0.191,0.958,1,0.353,4,0.167,1e+06,1e-06,0.0182,9.75353256859583,-17.2972165996097,9.75353491251267,-17.2972011313498,2.40314600088679e-07,8.94263747806196e-07,2.1490463492785e-13,-2.43625323423558e-06,10,NA,"tms_metrics_4_117.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-sotalol-verapamil","0.958 (0.958 - 1   )","1    (0.905 - 1   )","0.952 (0.952 - 1   )","4    (3.33 - 4   )","1.33e-06 (1.33e-06 - 0.222)","6.67e+05 (4.67 - 1e+06)","0.333 (1e-06 - 0.389)","0.224 (0.218 - 0.229)",0.958,0.905,0.952,3.33,0.222,4.67,0.389,0.229,1,1,0.333,1e+06,1e-06,7,0.333,0.00918,11.3726279978435,-11.113398061256,11.3604350972556,-11.1101155248125,0.00107327760631838,0.000295454753478225,3.17104970588495e-07,-1.3065354467322e-06,10,0.733333333333333,"tms_metrics_4_119.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-metoprolol-nitrendipine-ondansetron-ranolazine-sotalol","0.708 (0.708 - 0.708)","0.952 (0.81 - 1   )","0.81 (0.667 - 0.857)","3.33 (1.67 - 3.33)","0.222 (0.222 - 0.444)","7    (2.33 - 1e+06)","0.333 (1e-06 - 0.467)","0.352 (0.344 - 0.36)",0.708,0.81,0.667,1.67,0.444,2.33,0.467,0.36,0.833,0.952,0.429,3.33,0.222,4.67,0.389,0.242,5.97948229780296,-19.5374211275289,6.96849081011741,-19.2282534215899,0.141925782678586,0.0160788241740083,0.0022819997054475,-2.83263772751796e-05,10,NA,"tms_metrics_4_120.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-nitrendipine-quinidine-tamoxifen-terfenadine","0.933 (0.8  - 0.933)","1    (0.733 - 1   )","0.923 (0.769 - 0.923)","2.4  (1.8  - 3   )","0.3  (1.5e-06 - 0.6 )","5    (3.33 - 1e+06)","1.25e-06 (1e-06 - 0.417)","0.34 (0.333 - 0.348)",0.8,0.733,0.769,1.8,0.6,3.33,0.417,0.348,0.933,0.8,0.231,3,0.2,667000,0.333,0.0446,5.90330378873564,-3.04197177675279,6.02165801582362,-3.27385671076773,0.0196547573404151,0.0708292862214364,0.00139213243327714,-1.30318084099522e-05,8,NA,"tms_metrics_4_124.csv","summary_tms_8_metrics.csv"
"azimilide-bepridil-clozapine-droperidol-metoprolol-nitrendipine-ondansetron-quinidine-verapamil","0.667 (0.667 - 0.667)","1    (1    - 1   )","0.864 (0.818 - 0.864)","2.5  (2.5  - 2.5 )","0.25 (0.25 - 0.25)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.231 (0.225 - 0.237)",0.667,1,0.818,2.5,0.25,667000,0.333,0.237,0.889,1,0.364,2.5,0.25,1e+06,1e-06,0.171,10.0004775973091,-22.0904156793898,10.0004793255898,-22.0904179817804,1.72819789224889e-07,1.04225761234933e-07,1.80122740884247e-14,-1.76095988428164e-05,9,NA,"tms_metrics_4_140.csv","summary_tms_9_metrics.csv"
"azimilide-bepridil-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-ondansetron","0.667 (0.667 - 0.667)","1    (1    - 1   )","0.833 (0.778 - 0.833)","2.4  (2.4  - 2.4 )","0.3  (0.3  - 0.3 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.5 )","0.275 (0.268 - 0.282)",0.667,1,0.778,2.4,0.3,5e+05,0.5,0.282,0.8,1,0.5,2.4,0.3,1e+06,1e-06,0.203,9.24979501197714,-22.1448885844531,9.20402580945185,-22.193060704747,0.00497273730787377,0.0021705938146507,1.07937928423536e-05,-2.83241433003564e-05,8,NA,"tms_metrics_4_141.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine-verapamil","0.75 (0.75 - 0.792)","1    (1    - 1   )","0.897 (0.862 - 0.897)","3.33 (3.33 - 3.33)","0.222 (0.222 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.205 (0.2  - 0.211)",0.75,1,0.862,3.33,0.222,667000,0.333,0.211,0.917,1,0.379,3.33,0.222,1e+06,1e-06,0.14,11.705231376556,-22.1443606576895,11.7052321336284,-22.1443604942145,6.46781180060324e-08,7.38223931622148e-09,4.77469345643345e-16,-1.27300041962492e-05,10,0.666666666666667,"tms_metrics_4_142.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-clozapine-diltiazem-dofetilide-droperidol-metoprolol-nitrendipine-ondansetron-verapamil","0.75 (0.75 - 0.75)","1    (0.952 - 1   )","0.88 (0.84 - 0.92)","3.33 (3.33 - 3.33)","0.222 (0.222 - 0.222)","1e+06 (4.67 - 1e+06)","1e-06 (1e-06 - 0.389)","0.25 (0.244 - 0.256)",0.75,0.952,0.84,3.33,0.222,4.67,0.389,0.256,0.875,1,0.36,3.33,0.222,7,0.333,0.169,8.70715848588482,-16.6204106840716,8.7071595746895,-16.620410746644,1.25047056859097e-07,3.76479352760595e-09,4.70776350309303e-16,-1.76656671626877e-05,10,0.6,"tms_metrics_4_143.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-clozapine-droperidol-loratadine-nitrendipine-ondansetron-tamoxifen","0.933 (0.867 - 1   )","1    (1    - 1   )","0.95 (0.9  - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 1.2e-06)","0.143 (0.138 - 0.149)",0.867,1,0.9,2.4,0.3,5e+05,1.2e-06,0.149,0.933,1,0.4,3,0.2,1e+06,1e-06,0.0306,17.095084996972,-17.6957603254802,17.0950915011316,-17.6957604201452,3.80469424701902e-07,5.34958610527317e-09,2.03535394786657e-15,-4.73226811325799e-06,8,NA,"tms_metrics_4_144.csv","summary_tms_8_metrics.csv"
"azimilide-bepridil-clozapine-diltiazem-dofetilide-droperidol-nitrendipine-ondansetron-ranolazine-verapamil","0.75 (0.708 - 0.75)","1    (0.952 - 1   )","0.909 (0.864 - 0.955)","3.33 (3.33 - 3.33)","0.222 (0.222 - 0.222)","1e+06 (4.67 - 1e+06)","1e-06 (1e-06 - 0.389)","0.248 (0.242 - 0.254)",0.708,0.952,0.864,3.33,0.222,4.67,0.389,0.254,0.958,1,0.364,3.33,0.222,7,0.333,0.15,11.3871997639574,-14.7628110226304,11.3871995206285,-14.7628111703634,2.13686313061435e-08,1.00071040012582e-08,2.13838115845119e-16,-1.40903185204976e-05,10,0.6,"tms_metrics_4_146.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-ondansetron-quinidine-verapamil","0.75 (0.708 - 0.792)","1    (1    - 1   )","0.88 (0.84 - 0.88)","3.33 (3.33 - 3.33)","0.222 (0.222 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.212 (0.207 - 0.218)",0.708,1,0.84,3.33,0.222,667000,0.333,0.218,0.917,1,0.36,3.33,0.222,1e+06,1e-06,0.133,10.3235064238716,-20.018704195259,10.3235071880799,-20.0187047692706,7.40260382036395e-08,2.86737628846776e-08,2.12260506674324e-15,-1.2119388916092e-05,10,0.666666666666667,"tms_metrics_4_147.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-sotalol-tamoxifen","1    (0.958 - 1   )","1    (0.952 - 1   )","1    (0.96 - 1   )","1e+06 (3.33 - 1e+06)","1e-06 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.0706 (0.067 - 0.0741)",0.958,0.952,0.96,3.33,0.222,7,0.333,0.0741,1,1,0.36,1e+06,1e-06,7,0.333,0.0106,13.2574298045374,-10.6432476601438,13.2574354452996,-10.6432477826878,4.25479138299297e-07,1.15137747148226e-08,4.89887094423495e-15,-1.37175065080044e-06,10,0.8,"tms_metrics_4_148.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-sotalol-tamoxifen","1    (0.958 - 1   )","1    (0.952 - 1   )","1    (0.96 - 1   )","1e+06 (3.33 - 1e+06)","1e-06 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.0715 (0.0679 - 0.0751)",0.958,0.952,0.96,3.33,0.222,7,0.333,0.0751,1,1,0.36,1e+06,1e-06,7,0.333,0.0123,13.4971089751209,-11.3977386366597,13.5314640736072,-11.4615683803296,0.0025389047555723,0.00556902350113446,1.41392202509241e-05,-1.6026328349844e-06,10,0.8,"tms_metrics_4_149.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-dofetilide-droperidol-loratadine-nitrendipine-ondansetron-tamoxifen","1    (0.958 - 1   )","1    (0.952 - 1   )","1    (0.96 - 1   )","1e+06 (3.33 - 1e+06)","1e-06 (1e-06 - 0.222)","1e+06 (4.67 - 1e+06)","1e-06 (1e-06 - 0.389)","0.0984 (0.0943 - 0.103)",0.958,0.952,0.96,3.33,0.222,4.67,0.389,0.103,1,1,0.36,1e+06,1e-06,7,0.333,0.0169,12.8850014445525,-9.98299219545953,12.8850054152704,-9.98299244073036,3.08165795565918e-07,2.45688685913026e-08,7.57128493559326e-15,-2.08792667236489e-06,10,0.733333333333333,"tms_metrics_4_150.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-quinidine-verapamil","1    (0.958 - 1   )","1    (1    - 1   )","1    (0.952 - 1   )","4    (3.33 - 4   )","1.33e-06 (1.33e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.115 (0.11 - 0.119)",0.958,1,0.952,3.33,0.222,7,0.333,0.119,1,1,0.381,1e+06,1e-06,1e+06,1e-06,0.00233,17.1630518703588,-14.9055406513259,17.163068015172,-14.9055376108188,9.40671750918799e-07,2.03985067990674e-07,1.91882991068078e-13,-2.78186933585736e-07,10,0.8,"tms_metrics_4_151.csv","summary_tms_10_metrics.csv"
"azimilide-bepridil-droperidol-metoprolol-nitrendipine-ondansetron-ranolazine-risperidone","0.733 (0.667 - 0.867)","1    (1    - 1   )","0.778 (0.722 - 0.889)","2.4  (1.2  - 2.4 )","0.3  (0.3  - 0.6 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.5 )","0.311 (0.304 - 0.319)",0.667,1,0.722,1.2,0.6,5e+05,0.5,0.319,0.8,1,0.389,1.2,0.6,5e+05,0.5,0.252,9.18600225423521,-23.584728023535,9.18599556910907,-23.5847207178888,7.27751944931136e-07,3.09761829703869e-07,2.25429774032418e-13,-3.02337549287197e-05,8,NA,"tms_metrics_4_153.csv","summary_tms_8_metrics.csv"
"azimilide-bepridil-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-ondansetron-quinidine-ranolazine","0.917 (0.875 - 0.958)","1    (1    - 1   )","0.92 (0.88 - 0.96)","3.33 (1.67 - 8.33e+05)","0.222 (0.167 - 0.333)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.173 (0.168 - 0.178)",0.875,1,0.88,1.67,0.333,667000,0.333,0.178,0.917,1,0.36,2,0.222,1e+06,1e-06,0.0985,9.3219016396475,-20.9559020524696,10.0415793269493,-20.9722858721315,0.0716697706475665,0.000781212871207225,5.59893473063488e-05,-9.86939085413673e-06,10,NA,"tms_metrics_4_155.csv","summary_tms_10_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-metoprolol-nitrendipine-quinidine-risperidone-terfenadine-vandetanib-verapamil","1    (0.964 - 1   )","1    (1    - 1   )","1    (0.969 - 1   )","1e+06 (4    - 1e+06)","1e-06 (1e-06 - 0.143)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.25)","0.0417 (0.0391 - 0.0444)",0.964,1,0.969,4,0.143,7,0.25,0.0444,1,1,0.312,1e+06,1e-06,750000,0.25,0.00498,18.316946225182,-11.011965908041,18.3169449369544,-11.0119647451634,7.03298299354818e-08,1.05601283997365e-07,7.42692034450322e-15,-6.39955602655632e-07,11,0.833333333333333,"tms_metrics_4_156.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-metoprolol-nitrendipine-quinidine-risperidone-terfenadine-vandetanib-verapamil","1    (0.944 - 1   )","1    (0.944 - 1   )","1    (0.958 - 1   )","1e+06 (2.5  - 1e+06)","1e-06 (1e-06 - 0.25)","1e+06 (6    - 1e+06)","1e-06 (1e-06 - 0.333)","0.0676 (0.0639 - 0.0712)",0.944,0.944,0.958,2.5,0.25,6,0.333,0.0712,1,1,0.333,1e+06,1e-06,667000,0.333,0.00773,18.782834084961,-11.1753132736824,18.7828341033239,-11.1753133136448,9.77641180811798e-10,3.57595260269833e-09,3.49599852502901e-18,-1.26859651432781e-06,9,0.8,"tms_metrics_4_158.csv","summary_tms_9_metrics.csv"
"astemizole-azimilide-diltiazem-dofetilide-droperidol-metoprolol-nitrendipine-risperidone-terfenadine-vandetanib-verapamil","1    (0.964 - 1   )","0.875 (0.75 - 1   )","0.971 (0.914 - 1   )","1e+06 (3.43 - 1e+06)","1e-06 (1e-06 - 0.19)","5.33 (2.67 - 1e+06)","0.381 (1e-06 - 0.444)","0.187 (0.182 - 0.192)",0.964,0.75,0.914,3.43,0.19,2.67,0.444,0.192,1,0.875,0.343,4,1.33e-06,4,0.444,0.105,17.3928371582034,-9.31776493708653,17.3928298785318,-9.31777227223212,4.1854440514361e-07,7.87220955128539e-07,3.29486926380859e-13,-1.19421081895759e-05,11,0.7,"tms_metrics_4_162.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-metoprolol-nitrendipine-quinidine-ranolazine-risperidone-terfenadine-vandetanib","0.714 (0.679 - 0.893)","1    (1    - 1   )","0.906 (0.875 - 0.938)","3.43 (3.43 - 3.43)","0.19 (0.19 - 0.19)","1e+06 (7.5e+05 - 1e+06)","1e-06 (1e-06 - 0.25)","0.188 (0.183 - 0.193)",0.679,1,0.875,3.43,0.19,750000,0.25,0.193,0.929,1,0.312,3.43,0.19,750000,0.25,0.149,9.50561851761183,-13.3630207580923,9.45798845534011,-13.3582502164085,0.00503596113450858,0.00035712324642063,1.79845878920382e-06,-1.21103395182826e-05,11,NA,"tms_metrics_4_165.csv","summary_tms_11_metrics.csv"
"azimilide-cisapride-droperidol-nifedipine-nitrendipine-quinidine-ranolazine-vandetanib","0.933 (0.8  - 1   )","1    (0.8  - 1   )","0.944 (0.889 - 1   )","3    (2.4  - 1e+06)","1.5e-06 (1e-06 - 0.3 )","1e+06 (3.33 - 1e+06)","1e-06 (1e-06 - 0.417)","0.202 (0.196 - 0.208)",0.8,0.8,0.889,2.4,0.3,3.33,0.417,0.208,0.867,0.867,0.278,2.4,0.3,5,0.417,0.105,0.354334228531647,-8.78756408435732,0.752825665673832,-8.73230148774189,0.529327645578485,0.00632852595538574,0.00334986374394667,-1.61356877587177e-05,8,0.6,"tms_metrics_4_173.csv","summary_tms_8_metrics.csv"
"azimilide-clozapine-diltiazem-dofetilide-droperidol-loratadine-vandetanib-verapamil","0.933 (0.933 - 0.933)","0.933 (0.867 - 1   )","0.895 (0.842 - 0.947)","2.4  (2.4  - 3   )","0.3  (1.5e-06 - 0.3 )","5    (3.33 - 1e+06)","1.25e-06 (1e-06 - 0.417)","0.362 (0.354 - 0.369)",0.933,0.867,0.842,2.4,0.3,3.33,0.417,0.369,0.933,1,0.316,8e+05,0.2,5,0.333,0.0447,10.4800019163885,-6.2105647765684,10.4800018630461,-6.21056480204342,5.089921980363e-09,4.10188377360078e-09,2.08782683801449e-17,-8.53411793801396e-06,8,0.566666666666667,"tms_metrics_4_174.csv","summary_tms_8_metrics.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine-terfenadine-verapamil","1    (1    - 1   )","1    (0.958 - 1   )","1    (1    - 1   )","1e+06 (8.57e+05 - 1e+06)","1e-06 (1e-06 - 0.143)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.00909 (0.00784 - 0.0103)",1,0.958,1,857000,0.143,667000,0.333,0.0103,1,1,0.438,1e+06,1e-06,667000,0.333,0.00528,21.7154018531105,-12.3705394638427,21.1296405655135,-12.1024277616404,0.0277222551789656,0.0221535469975773,0.000614146282986045,-1.06726451713441e-06,11,0.9,"tms_metrics_4_175.csv","summary_tms_11_metrics.csv"
"astemizole-azimilide-bepridil-diltiazem-dofetilide-droperidol-metoprolol-nitrendipine-risperidone-verapamil","0.708 (0.708 - 0.958)","0.952 (0.762 - 1   )","0.862 (0.759 - 0.966)","3.33 (3.33 - 8.33e+05)","0.222 (0.167 - 0.222)","7    (2.31 - 1e+06)","1.4e-06 (1e-06 - 0.778)","0.341 (0.335 - 0.348)",0.708,0.762,0.759,3.33,0.222,2.31,0.778,0.348,0.833,0.857,0.345,3.33,0.222,2.33,0.667,0.221,8.26286342439605,-8.334791183664,8.26286343854408,-8.33479117251349,1.71224324163739e-09,1.33782671518491e-09,2.29068475155732e-18,-2.45619671118212e-05,10,NA,"tms_metrics_4_176.csv","summary_tms_10_metrics.csv"
"bepridil-cisapride-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.667 (0.6  - 0.867)","1    (0.933 - 1   )","0.812 (0.75 - 0.875)","2.4  (2.4  - 2.4 )","0.3  (0.3  - 0.3 )","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.266 (0.259 - 0.273)",0.6,0.933,0.75,2.4,0.3,667000,0.333,0.273,0.867,1,0.312,2.4,0.3,667000,0.333,0.152,9.50526736693546,-13.4814247999397,9.76612767088751,-12.5019618327556,0.0267107202304622,0.0783447414323303,0.00209264446992688,-1.77695071299894e-05,8,NA,"tms_metrics_4_177.csv","summary_tms_8_metrics.csv"
